
20:23:44.672,526
20:23:44.672,525
20:23:44.672,528
20:23:44.672,532
20:23:44.705,534
20:23:44.705,536
20:23:44.705,536
20:23:44.705,531
20:23:44.705,526
20:23:44.705,524
20:23:44.705,522
20:23:44.738,523
20:23:44.738,522
20:23:44.738,526
20:23:44.738,532
20:23:44.738,526
20:23:44.738,528
20:23:44.772,527
20:23:44.772,526
20:23:44.772,530
20:23:44.772,530
20:23:44.772,525
20:23:44.772,523
20:23:44.805,527
20:23:44.805,527
20:23:44.805,532
20:23:44.805,520
20:23:44.805,538
20:23:44.805,518
20:23:44.805,527
20:23:44.838,540
20:23:44.838,522
20:23:44.838,525
20:23:44.838,505
20:23:44.838,534
20:23:44.838,525
20:23:44.838,537
20:23:44.871,532
20:23:44.871,535
20:23:44.871,531
20:23:44.871,526
20:23:44.871,532
20:23:44.871,529
20:23:44.954,529
20:23:44.954,530
20:23:44.954,519
20:23:44.954,531
20:23:44.954,524
20:23:44.954,536
20:23:44.954,523
20:23:44.954,523
20:23:44.954,522
20:23:44.954,527
20:23:44.954,528
20:23:44.954,528
20:23:44.954,529
20:23:44.954,528
20:23:44.954,523
20:23:44.954,529
20:23:45.024,533
20:23:45.024,532
20:23:45.024,522
20:23:45.024,526
20:23:45.024,524
20:23:45.024,523
20:23:45.024,528
20:23:45.024,531
20:23:45.024,527
20:23:45.024,527
20:23:45.024,520
20:23:45.024,526
20:23:45.024,531
20:23:45.075,521
20:23:45.075,522
20:23:45.075,535
20:23:45.075,541
20:23:45.075,528
20:23:45.075,529
20:23:45.075,528
20:23:45.075,536
20:23:45.075,529
20:23:45.075,526
20:23:45.114,526
20:23:45.114,532
20:23:45.114,528
20:23:45.114,529
20:23:45.114,531
20:23:45.114,528
20:23:45.114,527
20:23:45.154,530
20:23:45.154,529
20:23:45.154,528
20:23:45.154,526
20:23:45.154,527
20:23:45.154,528
20:23:45.154,529
20:23:45.154,529
20:23:45.188,528
20:23:45.188,527
20:23:45.188,527
20:23:45.188,528
20:23:45.188,526
20:23:45.188,528
20:23:45.188,526
20:23:45.228,525
20:23:45.228,527
20:23:45.228,527
20:23:45.228,528
20:23:45.228,529
20:23:45.228,528
20:23:45.228,527
20:23:45.262,529
20:23:45.262,528
20:23:45.262,528
20:23:45.262,528
20:23:45.262,527
20:23:45.262,527
20:23:45.262,530
20:23:45.300,527
20:23:45.300,530
20:23:45.300,528
20:23:45.300,530
20:23:45.300,531
20:23:45.300,527
20:23:45.300,528
20:23:45.330,528
20:23:45.330,528
20:23:45.330,526
20:23:45.330,528
20:23:45.330,532
20:23:45.330,532
20:23:45.360,525
20:23:45.360,524
20:23:45.360,525
20:23:45.360,529
